Source,Target
Shortcrust Pastry , Single Cream 
Shortcrust Pastry , Walnuts 
 Eggs , Muscovado Sugar 
 Eggs , Raisins 
 Eggs , Vanilla Extract 
 Eggs , Butter 
 Eggs , Single Cream 
 Eggs , Walnuts 
 Muscovado Sugar , Raisins 
 Muscovado Sugar , Vanilla Extract 
 Muscovado Sugar , Butter 
 Muscovado Sugar , Single Cream 
 Muscovado Sugar , Walnuts 
 Raisins , Vanilla Extract 
 Raisins , Butter 
 Raisins , Single Cream 
 Raisins , Walnuts 
 Vanilla Extract , Butter 
 Vanilla Extract , Single Cream 
 Vanilla Extract , Walnuts 
 Butter , Single Cream 
 Butter , Walnuts 
 Single Cream , Walnuts 
Kale , Bacon 
Kale , Garlic 
Kale , Onion 
Kale , Paprika 
Kale , Thyme 
Kale , Tomato 
Kale , Red Pepper 
Kale , Banana 
Kale , Vegetable Oil 
 Bacon , Garlic 
 Bacon , Onion 
 Bacon , Paprika 
 Bacon , Thyme 
 Bacon , Tomato 
 Bacon , Red Pepper 
 Bacon , Banana 
 Bacon , Vegetable Oil 
 Garlic , Onion 
 Garlic , Paprika 
 Garlic , Thyme 
 Garlic , Tomato 
 Garlic , Red Pepper 
 Garlic , Banana 
 Garlic , Vegetable Oil 
 Onion , Paprika 
 Onion , Thyme 
 Onion , Tomato 
 Onion , Red Pepper 
 Onion , Banana 
 Onion , Vegetable Oil 
 Paprika , Thyme 
 Paprika , Tomato 
 Paprika , Red Pepper 
 Paprika , Banana 
 Paprika , Vegetable Oil 
 Thyme , Tomato 
 Thyme , Red Pepper 
 Thyme , Banana 
 Thyme , Vegetable Oil 
 Tomato , Red Pepper 
 Tomato , Banana 
 Tomato , Vegetable Oil 
 Red Pepper , Banana 
 Red Pepper , Vegetable Oil 
 Banana , Vegetable Oil 
Mars Bar , Butter 
Mars Bar , Rice Krispies 
Mars Bar , Milk Chocolate 
 Butter , Rice Krispies 
 Butter , Milk Chocolate 
 Rice Krispies , Milk Chocolate 
Cashew Nuts , Icing Sugar 
Cashew Nuts , Egg Yolks 
Cashew Nuts , Orange Blossom Water 
Cashew Nuts , Icing Sugar 
Cashew Nuts , Almonds 
 Icing Sugar , Egg Yolks 
 Icing Sugar , Orange Blossom Water 
 Icing Sugar , Icing Sugar 
 Icing Sugar , Almonds 
 Egg Yolks , Orange Blossom Water 
 Egg Yolks , Icing Sugar 
 Egg Yolks , Almonds 
 Orange Blossom Water , Icing Sugar 
 Orange Blossom Water , Almonds 
 Icing Sugar , Almonds 
Orange , Demerara Sugar 
Orange , Grand Marnier 
Orange , Christmas Pudding 
Orange , Custard 
Orange , Mascarpone 
Orange , Double Cream 
Orange , Flaked Almonds 
Orange , Dark Chocolate 
 Demerara Sugar , Grand Marnier 
 Demerara Sugar , Christmas Pudding 
 Demerara Sugar , Custard 
 Demerara Sugar , Mascarpone 
 Demerara Sugar , Double Cream 
 Demerara Sugar , Flaked Almonds 
 Demerara Sugar , Dark Chocolate 
 Grand Marnier , Christmas Pudding 
 Grand Marnier , Custard 
 Grand Marnier , Mascarpone 
 Grand Marnier , Double Cream 
 Grand Marnier , Flaked Almonds 
 Grand Marnier , Dark Chocolate 
 Christmas Pudding , Custard 
 Christmas Pudding , Mascarpone 
 Christmas Pudding , Double Cream 
 Christmas Pudding , Flaked Almonds 
 Christmas Pudding , Dark Chocolate 
 Custard , Mascarpone 
 Custard , Double Cream 
 Custard , Flaked Almonds 
 Custard , Dark Chocolate 
 Mascarpone , Double Cream 
 Mascarpone , Flaked Almonds 
 Mascarpone , Dark Chocolate 
 Double Cream , Flaked Almonds 
 Double Cream , Dark Chocolate 
 Flaked Almonds , Dark Chocolate 
Butter , Muscovado Sugar 
Butter , Plain Flour 
Butter , Eggs 
Butter , Ground Almonds 
Butter , Sherry 
Butter , Candied Peel 
Butter , Glace Cherry 
Butter , Raisins 
Butter , Currants 
Butter , Pecan Nuts 
Butter , Lemon 
Butter , Mixed Spice 
Butter , Rose water 
Butter , Vanilla Extract 
Butter , Baking Powder 
 Muscovado Sugar , Plain Flour 
 Muscovado Sugar , Eggs 
 Muscovado Sugar , Ground Almonds 
 Muscovado Sugar , Sherry 
 Muscovado Sugar , Candied Peel 
 Muscovado Sugar , Glace Cherry 
 Muscovado Sugar , Raisins 
 Muscovado Sugar , Currants 
 Muscovado Sugar , Pecan Nuts 
 Muscovado Sugar , Lemon 
 Muscovado Sugar , Mixed Spice 
 Muscovado Sugar , Rose water 
 Muscovado Sugar , Vanilla Extract 
 Muscovado Sugar , Baking Powder 
 Plain Flour , Eggs 
 Plain Flour , Ground Almonds 
 Plain Flour , Sherry 
 Plain Flour , Candied Peel 
 Plain Flour , Glace Cherry 
 Plain Flour , Raisins 
 Plain Flour , Currants 
 Plain Flour , Pecan Nuts 
 Plain Flour , Lemon 
 Plain Flour , Mixed Spice 
 Plain Flour , Rose water 
 Plain Flour , Vanilla Extract 
 Plain Flour , Baking Powder 
 Eggs , Ground Almonds 
 Eggs , Sherry 
 Eggs , Candied Peel 
 Eggs , Glace Cherry 
 Eggs , Raisins 
 Eggs , Currants 
 Eggs , Pecan Nuts 
 Eggs , Lemon 
 Eggs , Mixed Spice 
 Eggs , Rose water 
 Eggs , Vanilla Extract 
 Eggs , Baking Powder 
 Ground Almonds , Sherry 
 Ground Almonds , Candied Peel 
 Ground Almonds , Glace Cherry 
 Ground Almonds , Raisins 
 Ground Almonds , Currants 
 Ground Almonds , Pecan Nuts 
 Ground Almonds , Lemon 
 Ground Almonds , Mixed Spice 
 Ground Almonds , Rose water 
 Ground Almonds , Vanilla Extract 
 Ground Almonds , Baking Powder 
 Sherry , Candied Peel 
 Sherry , Glace Cherry 
 Sherry , Raisins 
 Sherry , Currants 
 Sherry , Pecan Nuts 
 Sherry , Lemon 
 Sherry , Mixed Spice 
 Sherry , Rose water 
 Sherry , Vanilla Extract 
 Sherry , Baking Powder 
 Candied Peel , Glace Cherry 
 Candied Peel , Raisins 
 Candied Peel , Currants 
 Candied Peel , Pecan Nuts 
 Candied Peel , Lemon 
 Candied Peel , Mixed Spice 
 Candied Peel , Rose water 
 Candied Peel , Vanilla Extract 
 Candied Peel , Baking Powder 
 Glace Cherry , Raisins 
 Glace Cherry , Currants 
 Glace Cherry , Pecan Nuts 
 Glace Cherry , Lemon 
 Glace Cherry , Mixed Spice 
 Glace Cherry , Rose water 
 Glace Cherry , Vanilla Extract 
 Glace Cherry , Baking Powder 
 Raisins , Currants 
 Raisins , Pecan Nuts 
 Raisins , Lemon 
 Raisins , Mixed Spice 
 Raisins , Rose water 
 Raisins , Vanilla Extract 
 Raisins , Baking Powder 
 Currants , Pecan Nuts 
 Currants , Lemon 
 Currants , Mixed Spice 
 Currants , Rose water 
 Currants , Vanilla Extract 
 Currants , Baking Powder 
 Pecan Nuts , Lemon 
 Pecan Nuts , Mixed Spice 
 Pecan Nuts , Rose water 
 Pecan Nuts , Vanilla Extract 
 Pecan Nuts , Baking Powder 
 Lemon , Mixed Spice 
 Lemon , Rose water 
 Lemon , Vanilla Extract 
 Lemon , Baking Powder 
 Mixed Spice , Rose water 
 Mixed Spice , Vanilla Extract 
 Mixed Spice , Baking Powder 
 Rose water , Vanilla Extract 
 Rose water , Baking Powder 
 Vanilla Extract , Baking Powder 
Kale , Italian Fennel Sausages 
Kale , Cabbage 
Kale , Garlic Clove 
Kale , Onion 
Kale , Shiitake Mushrooms 
Kale , Chicken Stock 
Kale , Salt 
Kale , Pepper 
 Italian Fennel Sausages , Cabbage 
 Italian Fennel Sausages , Garlic Clove 
 Italian Fennel Sausages , Onion 
 Italian Fennel Sausages , Shiitake Mushrooms 
 Italian Fennel Sausages , Chicken Stock 
 Italian Fennel Sausages , Salt 
 Italian Fennel Sausages , Pepper 
 Cabbage , Garlic Clove 
 Cabbage , Onion 
 Cabbage , Shiitake Mushrooms 
 Cabbage , Chicken Stock 
 Cabbage , Salt 
 Cabbage , Pepper 
 Garlic Clove , Onion 
 Garlic Clove , Shiitake Mushrooms 
 Garlic Clove , Chicken Stock 
 Garlic Clove , Salt 
 Garlic Clove , Pepper 
 Onion , Shiitake Mushrooms 
 Onion , Chicken Stock 
 Onion , Salt 
 Onion , Pepper 
 Shiitake Mushrooms , Chicken Stock 
 Shiitake Mushrooms , Salt 
 Shiitake Mushrooms , Pepper 
 Chicken Stock , Salt 
 Chicken Stock , Pepper 
 Salt , Pepper 
Chicken Breast , Pickle Juice 
Chicken Breast , Egg 
Chicken Breast , Milk 
Chicken Breast , Flour 
Chicken Breast , Icing Sugar 
Chicken Breast , Paprika 
Chicken Breast , Salt 
Chicken Breast , Black Pepper 
Chicken Breast , Garlic Powder 
Chicken Breast , Celery Salt 
Chicken Breast , Cayenne Pepper 
Chicken Breast , Olive Oil 
Chicken Breast , Sesame Seed Burger Buns 
 Pickle Juice , Egg 
 Pickle Juice , Milk 
 Pickle Juice , Flour 
 Pickle Juice , Icing Sugar 
 Pickle Juice , Paprika 
 Pickle Juice , Salt 
 Pickle Juice , Black Pepper 
 Pickle Juice , Garlic Powder 
 Pickle Juice , Celery Salt 
 Pickle Juice , Cayenne Pepper 
 Pickle Juice , Olive Oil 
 Pickle Juice , Sesame Seed Burger Buns 
 Egg , Milk 
 Egg , Flour 
 Egg , Icing Sugar 
 Egg , Paprika 
 Egg , Salt 
 Egg , Black Pepper 
 Egg , Garlic Powder 
 Egg , Celery Salt 
 Egg , Cayenne Pepper 
 Egg , Olive Oil 
 Egg , Sesame Seed Burger Buns 
 Milk , Flour 
 Milk , Icing Sugar 
 Milk , Paprika 
 Milk , Salt 
 Milk , Black Pepper 
 Milk , Garlic Powder 
 Milk , Celery Salt 
 Milk , Cayenne Pepper 
 Milk , Olive Oil 
 Milk , Sesame Seed Burger Buns 
 Flour , Icing Sugar 
 Flour , Paprika 
 Flour , Salt 
 Flour , Black Pepper 
 Flour , Garlic Powder 
 Flour , Celery Salt 
 Flour , Cayenne Pepper 
 Flour , Olive Oil 
 Flour , Sesame Seed Burger Buns 
 Icing Sugar , Paprika 
 Icing Sugar , Salt 
 Icing Sugar , Black Pepper 
 Icing Sugar , Garlic Powder 
 Icing Sugar , Celery Salt 
 Icing Sugar , Cayenne Pepper 
 Icing Sugar , Olive Oil 
 Icing Sugar , Sesame Seed Burger Buns 
 Paprika , Salt 
 Paprika , Black Pepper 
 Paprika , Garlic Powder 
 Paprika , Celery Salt 
 Paprika , Cayenne Pepper 
 Paprika , Olive Oil 
 Paprika , Sesame Seed Burger Buns 
 Salt , Black Pepper 
 Salt , Garlic Powder 
 Salt , Celery Salt 
 Salt , Cayenne Pepper 
 Salt , Olive Oil 
 Salt , Sesame Seed Burger Buns 
 Black Pepper , Garlic Powder 
 Black Pepper , Celery Salt 
 Black Pepper , Cayenne Pepper 
 Black Pepper , Olive Oil 
 Black Pepper , Sesame Seed Burger Buns 
 Garlic Powder , Celery Salt 
 Garlic Powder , Cayenne Pepper 
 Garlic Powder , Olive Oil 
 Garlic Powder , Sesame Seed Burger Buns 
 Celery Salt , Cayenne Pepper 
 Celery Salt , Olive Oil 
 Celery Salt , Sesame Seed Burger Buns 
 Cayenne Pepper , Olive Oil 
 Cayenne Pepper , Sesame Seed Burger Buns 
 Olive Oil , Sesame Seed Burger Buns 
Minced Beef , Minced Pork 
Minced Beef , Onion 
Minced Beef , Garlic 
Minced Beef , Parsley 
Minced Beef , Paprika 
Minced Beef , Baking Powder 
Minced Beef , Breadcrumbs 
Minced Beef , Water 
Minced Beef , Vegetable Stock Cube 
Minced Beef , Salt 
Minced Beef , Pepper 
 Minced Pork , Onion 
 Minced Pork , Garlic 
 Minced Pork , Parsley 
 Minced Pork , Paprika 
 Minced Pork , Baking Powder 
 Minced Pork , Breadcrumbs 
 Minced Pork , Water 
 Minced Pork , Vegetable Stock Cube 
 Minced Pork , Salt 
 Minced Pork , Pepper 
 Onion , Garlic 
 Onion , Parsley 
 Onion , Paprika 
 Onion , Baking Powder 
 Onion , Breadcrumbs 
 Onion , Water 
 Onion , Vegetable Stock Cube 
 Onion , Salt 
 Onion , Pepper 
 Garlic , Parsley 
 Garlic , Paprika 
 Garlic , Baking Powder 
 Garlic , Breadcrumbs 
 Garlic , Water 
 Garlic , Vegetable Stock Cube 
 Garlic , Salt 
 Garlic , Pepper 
 Parsley , Paprika 
 Parsley , Baking Powder 
 Parsley , Breadcrumbs 
 Parsley , Water 
 Parsley , Vegetable Stock Cube 
 Parsley , Salt 
 Parsley , Pepper 
 Paprika , Baking Powder 
 Paprika , Breadcrumbs 
 Paprika , Water 
 Paprika , Vegetable Stock Cube 
 Paprika , Salt 
 Paprika , Pepper 
 Baking Powder , Breadcrumbs 
 Baking Powder , Water 
 Baking Powder , Vegetable Stock Cube 
 Baking Powder , Salt 
 Baking Powder , Pepper 
 Breadcrumbs , Water 
 Breadcrumbs , Vegetable Stock Cube 
 Breadcrumbs , Salt 
 Breadcrumbs , Pepper 
 Water , Vegetable Stock Cube 
 Water , Salt 
 Water , Pepper 
 Vegetable Stock Cube , Salt 
 Vegetable Stock Cube , Pepper 
 Salt , Pepper 
Cannellini Beans , Vegetable Oil 
Cannellini Beans , Tomatoes 
Cannellini Beans , Challots 
Cannellini Beans , Garlic 
Cannellini Beans , Parsley 
Cannellini Beans , Chorizo 
 Vegetable Oil , Tomatoes 
 Vegetable Oil , Challots 
 Vegetable Oil , Garlic 
 Vegetable Oil , Parsley 
 Vegetable Oil , Chorizo 
 Tomatoes , Challots 
 Tomatoes , Garlic 
 Tomatoes , Parsley 
 Tomatoes , Chorizo 
 Challots , Garlic 
 Challots , Parsley 
 Challots , Chorizo 
 Garlic , Parsley 
 Garlic , Chorizo 
 Parsley , Chorizo 
Egg Plants , Breadcrumbs 
Egg Plants , Sesame Seed 
Egg Plants , Eggs 
Egg Plants , Salt 
Egg Plants , Pepper 
Egg Plants , Vegetable Oil 
 Breadcrumbs , Sesame Seed 
 Breadcrumbs , Eggs 
 Breadcrumbs , Salt 
 Breadcrumbs , Pepper 
 Breadcrumbs , Vegetable Oil 
 Sesame Seed , Eggs 
 Sesame Seed , Salt 
 Sesame Seed , Pepper 
 Sesame Seed , Vegetable Oil 
 Eggs , Salt 
 Eggs , Pepper 
 Eggs , Vegetable Oil 
 Salt , Pepper 
 Salt , Vegetable Oil 
 Pepper , Vegetable Oil 
Toor dal , Water 
Toor dal , Salt 
Toor dal , Turmeric 
Toor dal , Ghee 
Toor dal , Chopped tomatoes 
Toor dal , Cumin seeds 
Toor dal , Mustard Seeds 
Toor dal , Bay Leaf 
Toor dal , Green Chili 
Toor dal , Ginger 
Toor dal , Cilantro 
Toor dal , Red Pepper 
Toor dal , Salt 
Toor dal , Sugar 
Toor dal , Garam Masala 
 Water , Salt 
 Water , Turmeric 
 Water , Ghee 
 Water , Chopped tomatoes 
 Water , Cumin seeds 
 Water , Mustard Seeds 
 Water , Bay Leaf 
 Water , Green Chili 
 Water , Ginger 
 Water , Cilantro 
 Water , Red Pepper 
 Water , Salt 
 Water , Sugar 
 Water , Garam Masala 
 Salt , Turmeric 
 Salt , Ghee 
 Salt , Chopped tomatoes 
 Salt , Cumin seeds 
 Salt , Mustard Seeds 
 Salt , Bay Leaf 
 Salt , Green Chili 
 Salt , Ginger 
 Salt , Cilantro 
 Salt , Red Pepper 
 Salt , Salt 
 Salt , Sugar 
 Salt , Garam Masala 
 Turmeric , Ghee 
 Turmeric , Chopped tomatoes 
 Turmeric , Cumin seeds 
 Turmeric , Mustard Seeds 
 Turmeric , Bay Leaf 
 Turmeric , Green Chili 
 Turmeric , Ginger 
 Turmeric , Cilantro 
 Turmeric , Red Pepper 
 Turmeric , Salt 
 Turmeric , Sugar 
 Turmeric , Garam Masala 
 Ghee , Chopped tomatoes 
 Ghee , Cumin seeds 
 Ghee , Mustard Seeds 
 Ghee , Bay Leaf 
 Ghee , Green Chili 
 Ghee , Ginger 
 Ghee , Cilantro 
 Ghee , Red Pepper 
 Ghee , Salt 
 Ghee , Sugar 
 Ghee , Garam Masala 
 Chopped tomatoes , Cumin seeds 
 Chopped tomatoes , Mustard Seeds 
 Chopped tomatoes , Bay Leaf 
 Chopped tomatoes , Green Chili 
 Chopped tomatoes , Ginger 
 Chopped tomatoes , Cilantro 
 Chopped tomatoes , Red Pepper 
 Chopped tomatoes , Salt 
 Chopped tomatoes , Sugar 
 Chopped tomatoes , Garam Masala 
 Cumin seeds , Mustard Seeds 
 Cumin seeds , Bay Leaf 
 Cumin seeds , Green Chili 
 Cumin seeds , Ginger 
 Cumin seeds , Cilantro 
 Cumin seeds , Red Pepper 
 Cumin seeds , Salt 
 Cumin seeds , Sugar 
 Cumin seeds , Garam Masala 
 Mustard Seeds , Bay Leaf 
 Mustard Seeds , Green Chili 
 Mustard Seeds , Ginger 
 Mustard Seeds , Cilantro 
 Mustard Seeds , Red Pepper 
 Mustard Seeds , Salt 
 Mustard Seeds , Sugar 
 Mustard Seeds , Garam Masala 
 Bay Leaf , Green Chili 
 Bay Leaf , Ginger 
 Bay Leaf , Cilantro 
 Bay Leaf , Red Pepper 
 Bay Leaf , Salt 
 Bay Leaf , Sugar 
 Bay Leaf , Garam Masala 
 Green Chili , Ginger 
 Green Chili , Cilantro 
 Green Chili , Red Pepper 
 Green Chili , Salt 
 Green Chili , Sugar 
 Green Chili , Garam Masala 
 Ginger , Cilantro 
 Ginger , Red Pepper 
 Ginger , Salt 
 Ginger , Sugar 
 Ginger , Garam Masala 
 Cilantro , Red Pepper 
 Cilantro , Salt 
 Cilantro , Sugar 
 Cilantro , Garam Masala 
 Red Pepper , Salt 
 Red Pepper , Sugar 
 Red Pepper , Garam Masala 
 Salt , Sugar 
 Salt , Garam Masala 
 Sugar , Garam Masala 
Sea Salt , Bay Leaf 
Sea Salt , Garlic 
Sea Salt , Thyme 
Sea Salt , Duck Legs 
Sea Salt , White Wine 
 Bay Leaf , Garlic 
 Bay Leaf , Thyme 
 Bay Leaf , Duck Legs 
 Bay Leaf , White Wine 
 Garlic , Thyme 
 Garlic , Duck Legs 
 Garlic , White Wine 
 Thyme , Duck Legs 
 Thyme , White Wine 
 Duck Legs , White Wine 
Butter , Plain Flour 
Butter , Lemon 
Butter , Butter 
Butter , Currants 
Butter , Mixed Peel 
Butter , Muscovado Sugar 
Butter , Cinnamon 
Butter , Ginger 
Butter , Allspice 
Butter , Lemon 
Butter , Eggs 
Butter , Sugar 
 Plain Flour , Lemon 
 Plain Flour , Butter 
 Plain Flour , Currants 
 Plain Flour , Mixed Peel 
 Plain Flour , Muscovado Sugar 
 Plain Flour , Cinnamon 
 Plain Flour , Ginger 
 Plain Flour , Allspice 
 Plain Flour , Lemon 
 Plain Flour , Eggs 
 Plain Flour , Sugar 
 Lemon , Butter 
 Lemon , Currants 
 Lemon , Mixed Peel 
 Lemon , Muscovado Sugar 
 Lemon , Cinnamon 
 Lemon , Ginger 
 Lemon , Allspice 
 Lemon , Lemon 
 Lemon , Eggs 
 Lemon , Sugar 
 Butter , Currants 
 Butter , Mixed Peel 
 Butter , Muscovado Sugar 
 Butter , Cinnamon 
 Butter , Ginger 
 Butter , Allspice 
 Butter , Lemon 
 Butter , Eggs 
 Butter , Sugar 
 Currants , Mixed Peel 
 Currants , Muscovado Sugar 
 Currants , Cinnamon 
 Currants , Ginger 
 Currants , Allspice 
 Currants , Lemon 
 Currants , Eggs 
 Currants , Sugar 
 Mixed Peel , Muscovado Sugar 
 Mixed Peel , Cinnamon 
 Mixed Peel , Ginger 
 Mixed Peel , Allspice 
 Mixed Peel , Lemon 
 Mixed Peel , Eggs 
 Mixed Peel , Sugar 
 Muscovado Sugar , Cinnamon 
 Muscovado Sugar , Ginger 
 Muscovado Sugar , Allspice 
 Muscovado Sugar , Lemon 
 Muscovado Sugar , Eggs 
 Muscovado Sugar , Sugar 
 Cinnamon , Ginger 
 Cinnamon , Allspice 
 Cinnamon , Lemon 
 Cinnamon , Eggs 
 Cinnamon , Sugar 
 Ginger , Allspice 
 Ginger , Lemon 
 Ginger , Eggs 
 Ginger , Sugar 
 Allspice , Lemon 
 Allspice , Eggs 
 Allspice , Sugar 
 Lemon , Eggs 
 Lemon , Sugar 
 Eggs , Sugar 
Red Snapper , Vegetable Oil 
Red Snapper , Garlic 
Red Snapper , Ginger 
Red Snapper , Thyme 
Red Snapper , Bay Leaf 
Red Snapper , Red Pepper 
Red Snapper , Yellow Pepper 
Red Snapper , Onion 
Red Snapper , Carrots 
Red Snapper , Sugar 
Red Snapper , Allspice 
Red Snapper , Worcestershire Sauce 
Red Snapper , Scotch Bonnet 
Red Snapper , Lime 
Red Snapper , Malt Vinegar 
Red Snapper , Pepper 
 Vegetable Oil , Garlic 
 Vegetable Oil , Ginger 
 Vegetable Oil , Thyme 
 Vegetable Oil , Bay Leaf 
 Vegetable Oil , Red Pepper 
 Vegetable Oil , Yellow Pepper 
 Vegetable Oil , Onion 
 Vegetable Oil , Carrots 
 Vegetable Oil , Sugar 
 Vegetable Oil , Allspice 
 Vegetable Oil , Worcestershire Sauce 
 Vegetable Oil , Scotch Bonnet 
 Vegetable Oil , Lime 
 Vegetable Oil , Malt Vinegar 
 Vegetable Oil , Pepper 
 Garlic , Ginger 
 Garlic , Thyme 
 Garlic , Bay Leaf 
 Garlic , Red Pepper 
 Garlic , Yellow Pepper 
 Garlic , Onion 
 Garlic , Carrots 
 Garlic , Sugar 
 Garlic , Allspice 
 Garlic , Worcestershire Sauce 
 Garlic , Scotch Bonnet 
 Garlic , Lime 
 Garlic , Malt Vinegar 
 Garlic , Pepper 
 Ginger , Thyme 
 Ginger , Bay Leaf 
 Ginger , Red Pepper 
 Ginger , Yellow Pepper 
 Ginger , Onion 
 Ginger , Carrots 
 Ginger , Sugar 
 Ginger , Allspice 
 Ginger , Worcestershire Sauce 
 Ginger , Scotch Bonnet 
 Ginger , Lime 
 Ginger , Malt Vinegar 
 Ginger , Pepper 
 Thyme , Bay Leaf 
 Thyme , Red Pepper 
 Thyme , Yellow Pepper 
 Thyme , Onion 
 Thyme , Carrots 
 Thyme , Sugar 
 Thyme , Allspice 
 Thyme , Worcestershire Sauce 
 Thyme , Scotch Bonnet 
 Thyme , Lime 
 Thyme , Malt Vinegar 
 Thyme , Pepper 
 Bay Leaf , Red Pepper 
 Bay Leaf , Yellow Pepper 
 Bay Leaf , Onion 
 Bay Leaf , Carrots 
 Bay Leaf , Sugar 
 Bay Leaf , Allspice 
 Bay Leaf , Worcestershire Sauce 
 Bay Leaf , Scotch Bonnet 
 Bay Leaf , Lime 
 Bay Leaf , Malt Vinegar 
 Bay Leaf , Pepper 
 Red Pepper , Yellow Pepper 
 Red Pepper , Onion 
 Red Pepper , Carrots 
 Red Pepper , Sugar 
 Red Pepper , Allspice 
 Red Pepper , Worcestershire Sauce 
 Red Pepper , Scotch Bonnet 
 Red Pepper , Lime 
 Red Pepper , Malt Vinegar 
 Red Pepper , Pepper 
 Yellow Pepper , Onion 
 Yellow Pepper , Carrots 
 Yellow Pepper , Sugar 
 Yellow Pepper , Allspice 
 Yellow Pepper , Worcestershire Sauce 
 Yellow Pepper , Scotch Bonnet 
 Yellow Pepper , Lime 
 Yellow Pepper , Malt Vinegar 
 Yellow Pepper , Pepper 
 Onion , Carrots 
 Onion , Sugar 
 Onion , Allspice 
 Onion , Worcestershire Sauce 
 Onion , Scotch Bonnet 
 Onion , Lime 
 Onion , Malt Vinegar 
 Onion , Pepper 
 Carrots , Sugar 
 Carrots , Allspice 
 Carrots , Worcestershire Sauce 
 Carrots , Scotch Bonnet 
 Carrots , Lime 
 Carrots , Malt Vinegar 
 Carrots , Pepper 
 Sugar , Allspice 
 Sugar , Worcestershire Sauce 
 Sugar , Scotch Bonnet 
 Sugar , Lime 
 Sugar , Malt Vinegar 
 Sugar , Pepper 
 Allspice , Worcestershire Sauce 
 Allspice , Scotch Bonnet 
 Allspice , Lime 
 Allspice , Malt Vinegar 
 Allspice , Pepper 
 Worcestershire Sauce , Scotch Bonnet 
 Worcestershire Sauce , Lime 
 Worcestershire Sauce , Malt Vinegar 
 Worcestershire Sauce , Pepper 
 Scotch Bonnet , Lime 
 Scotch Bonnet , Malt Vinegar 
 Scotch Bonnet , Pepper 
 Lime , Malt Vinegar 
 Lime , Pepper 
 Malt Vinegar , Pepper 
Beef , Onion 
Beef , Chicken Stock Cube 
Beef , Tomatoes 
Beef , Garlic Clove 
Beef , Tomato Puree 
Beef , Rice 
Beef , Noodles 
Beef , Butter 
Beef , Olive Oil 
Beef , Pita Bread 
Beef , Cumin 
Beef , White Wine Vinegar 
Beef , Salt 
Beef , Pepper 
 Onion , Chicken Stock Cube 
 Onion , Tomatoes 
 Onion , Garlic Clove 
 Onion , Tomato Puree 
 Onion , Rice 
 Onion , Noodles 
 Onion , Butter 
 Onion , Olive Oil 
 Onion , Pita Bread 
 Onion , Cumin 
 Onion , White Wine Vinegar 
 Onion , Salt 
 Onion , Pepper 
 Chicken Stock Cube , Tomatoes 
 Chicken Stock Cube , Garlic Clove 
 Chicken Stock Cube , Tomato Puree 
 Chicken Stock Cube , Rice 
 Chicken Stock Cube , Noodles 
 Chicken Stock Cube , Butter 
 Chicken Stock Cube , Olive Oil 
 Chicken Stock Cube , Pita Bread 
 Chicken Stock Cube , Cumin 
 Chicken Stock Cube , White Wine Vinegar 
 Chicken Stock Cube , Salt 
 Chicken Stock Cube , Pepper 
 Tomatoes , Garlic Clove 
 Tomatoes , Tomato Puree 
 Tomatoes , Rice 
 Tomatoes , Noodles 
 Tomatoes , Butter 
 Tomatoes , Olive Oil 
 Tomatoes , Pita Bread 
 Tomatoes , Cumin 
 Tomatoes , White Wine Vinegar 
 Tomatoes , Salt 
 Tomatoes , Pepper 
 Garlic Clove , Tomato Puree 
 Garlic Clove , Rice 
 Garlic Clove , Noodles 
 Garlic Clove , Butter 
 Garlic Clove , Olive Oil 
 Garlic Clove , Pita Bread 
 Garlic Clove , Cumin 
 Garlic Clove , White Wine Vinegar 
 Garlic Clove , Salt 
 Garlic Clove , Pepper 
 Tomato Puree , Rice 
 Tomato Puree , Noodles 
 Tomato Puree , Butter 
 Tomato Puree , Olive Oil 
 Tomato Puree , Pita Bread 
 Tomato Puree , Cumin 
 Tomato Puree , White Wine Vinegar 
 Tomato Puree , Salt 
 Tomato Puree , Pepper 
 Rice , Noodles 
 Rice , Butter 
 Rice , Olive Oil 
 Rice , Pita Bread 
 Rice , Cumin 
 Rice , White Wine Vinegar 
 Rice , Salt 
 Rice , Pepper 
 Noodles , Butter 
 Noodles , Olive Oil 
 Noodles , Pita Bread 
 Noodles , Cumin 
 Noodles , White Wine Vinegar 
 Noodles , Salt 
 Noodles , Pepper 
 Butter , Olive Oil 
 Butter , Pita Bread 
 Butter , Cumin 
 Butter , White Wine Vinegar 
 Butter , Salt 
 Butter , Pepper 
 Olive Oil , Pita Bread 
 Olive Oil , Cumin 
 Olive Oil , White Wine Vinegar 
 Olive Oil , Salt 
 Olive Oil , Pepper 
 Pita Bread , Cumin 
 Pita Bread , White Wine Vinegar 
 Pita Bread , Salt 
 Pita Bread , Pepper 
 Cumin , White Wine Vinegar 
 Cumin , Salt 
 Cumin , Pepper 
 White Wine Vinegar , Salt 
 White Wine Vinegar , Pepper 
 Salt , Pepper 
Floury Potatoes , Olive Oil 
Floury Potatoes , Semi-skimmed Milk 
Floury Potatoes , White Fish Fillets 
Floury Potatoes , Plain flour 
Floury Potatoes , Nutmeg 
Floury Potatoes , Double Cream 
Floury Potatoes , Jerusalem Artichokes 
Floury Potatoes , Leek 
Floury Potatoes , Prawns 
Floury Potatoes , Parsley 
Floury Potatoes , Dill 
Floury Potatoes , Lemon 
Floury Potatoes , Gruyere 
Floury Potatoes , Lemon 
 Olive Oil , Semi-skimmed Milk 
